country,url,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Senegal,https://dynamospanish.com/wp-content/uploads/flags/images/Senegal/2/large/Senegal.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2325,2337,2347,2354,2362,2369,2373,2376,2377,2376,2337,2369,2405,2443,2396,2351,2351,2279,2232,1948,2027,1923,1906,1736,1749,1752,1840,1740,1648,1653,1515,1516,1744,1835,1825,1967,2005,1991,2020,1912,1908,1883,1825,1797,1720,1741,1754,1748,1771,1802,1850,1866,1820,1852,1847,1945,1937,2006,1987,2072,2120,2123,2153,2260,2354,2446,2544
Serbia,https://dynamospanish.com/wp-content/uploads/flags/images/Serbia_and_Montenegro/2/large/Serbia_and_Montenegro.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1526,1762,1678,1940,1837,2361,2268,2916,2964,3031,3180,3538,3878,3927,4240,4281,4323,4788,4890,5317,5515,5792,6246,6378,6663,7152,7473,8086,8049,8173,8218,8036,8156,8135,8391,8236,8101,8228,7320,6597,4720,3198,3298,3638,6041,6968,7917,6825,7622,7392,7771,8199,8422,9583,10238,10543,11719,11828,11872,12463,13085,13347,13387,13556,14001
Seychelles,https://dynamospanish.com/wp-content/uploads/flags/images/Seychelles/2/large/Seychelles.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4932,5206,5286,5375,5606,5582,5525,5637,5673,5813,6103,5355,5528,5391,5729,6792,6830,5574,5862,5589,6319,10451,11023,11370,10736,11652,13625,12152,14934,17372,12069,10811,9620,10129,10953,10986,10908,12782,12878,13978,13613,14440,13897,15001,15733,13854,12431,14835,16022,16911,16794,14540,15307,16169,16001,17501,20090,23664,18236,24167,19810,21545,21922,22081,22640,23984,24856
Sierra Leone,https://dynamospanish.com/wp-content/uploads/flags/images/Sierra_Leone/2/large/Sierra_Leone.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1757,1807,1812,1829,1878,1888,1902,1915,1911,1960,1962,1935,1959,1929,1888,1957,2012,1932,2049,2158,2154,2086,2029,2023,2016,1935,1842,1781,1772,1783,1754,1743,1692,1611,1601,1558,1500,1535,1562,1597,1635,1579,1451,1602,1722,1722,1491,1222,1097,840,998,1071,1179,1148,1100,1077,1078,1122,1183,1253,1303,1479,1583,1684,1326,1033,1070
Singapore,https://dynamospanish.com/wp-content/uploads/flags/images/Singapore/2/large/Singapore.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,971,1506,1659,1568,1349,1303,1443,1622,1479,1699,1717,1866,1671,1430,1237,1479,1508,1247,1728,1350,1532,1320,1490,1969,2016,1972,2222,1834,1356,1612,2269,2082,1534,1335,1888,2228,2510,2493,2708,2296,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,2439,2300,1598,1907,2186,2011,2212,1963,1967,2211,2365,2474,2577,2764,2595,2725,2947,3237,3615,4049,4540,4997,5568,6073,6360,6556,6949,7367,7912,8548,9287,9787,10028,10733,11448,11342,11492,12525,13555,14488,15476,15961,16547,17883,19242,20003,20912,23919,29032,29560,39287,35420,38444,34843,40944,48335,57244,61178,50435,51138,61827,61672,61905,61755,67105,67110,67180
Slovakia,https://dynamospanish.com/wp-content/uploads/flags/images/Slovakia/2/large/Slovakia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14361,14881,15162,15388,15480,15041,11891,11161,11775,12158,12862,13551,14041,13798,13196,13818,14770,15208,15107,15335,16904,18307,20526,21876,21688,22555,22483,23118,23797,24964,25896,26713
Slovenia,https://dynamospanish.com/wp-content/uploads/flags/images/Slovenia/2/large/Slovenia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3625,3785,4260,4610,4506,5006,5534,5810,6604,7151,7399,8176,8870,8837,9243,9459,9974,10852,11800,12586,13151,13898,15134,15857,16094,17138,18446,19693,19494,19290,18926,18848,19033,19044,19466,19217,18509,18282,16675,15353,14697,15802,16925,18710,19280,19941,20192,20854,21555,21845,22665,22656,23639,24405,24833,25897,27380,25973,25660,26004,26022,26062,27462,28077,28761
Solomon Islands,https://dynamospanish.com/wp-content/uploads/flags/images/Soloman_Islands/2/large/Soloman_Islands.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Somalia,https://dynamospanish.com/wp-content/uploads/flags/images/Somalia/2/large/Somalia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
South Africa,https://dynamospanish.com/wp-content/uploads/flags/images/South_Africa/2/large/South_Africa.png,1552,1832,1709,1709,1709,1709,1768,1768,1768,1792,1792,1625,1625,1625,1625,1625,1625,1625,1625,1625,1532,1532,1532,1426,1426,1426,1426,1225,1225,1225,1362,1612,1691,1816,1765,1895,1526,1807,1581,1632,1691,1592,1172,1252,1748,1287,1338,1585,1602,1583,1681,1685,2484,2140,2039,2274,2542,2397,2339,2593,2996,2831,2682,2062,1869,1578,1864,2127,2398,2374,2391,2490,2430,2407,2339,2693,2813,2631,3158,2774,1951,2100,2507,3359,3358,3584,3871,3799,2982,3123,2397,2397,2397,2397,2397,2397,2397,2397,2421,2421,2421,2421,2421,2421,2661,2836,2910,2966,3192,3117,2942,2779,2674,2962,3284,3637,3982,4244,4073,4275,4466,4585,4635,4647,4716,4744,4812,4763,5027,4989,5278,5337,4914,5348,5615,5624,5797,5951,5804,5713,5802,5934,6033,6392,6577,6748,6875,7191,7249,7664,7916,7868,7958,8608,8934,8533,8355,7950,8028,8167,8871,9041,8844,8546,8585,8100,7762,8003,8112,8000,7866,7599,7473,7434,7468,7773,8004,8128,8136,8142,8478,8678,9147,9250,9628,10241,10861,11347,11435,11001,11288,11838,11880,11993,12050,12054,11949
South Korea,https://dynamospanish.com/wp-content/uploads/flags/images/South_Korea/2/large/South_Korea.png,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,647,670,690,716,832,809,888,950,1004,867,928,846,898,896,889,915,946,945,888,833,831,825,990,981,1062,1135,1228,1266,1120,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1122,1029,1086,1385,1414,1494,1425,1482,1510,1511,1487,1527,1573,1638,1692,1710,1870,1962,2190,2458,2568,2937,3269,3989,4612,5146,5478,5745,6109,6205,5645,5842,6177,6714,7136,7322,8519,9600,10732,11571,12646,14101,14983,16128,17575,19197,20042,20821,18920,21070,22930,23412,25246,26041,27413,28995,29850,31144,30412,30237,32325,32225,32485,33322,34538,35316,36151
South Sudan,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Spain,https://dynamospanish.com/wp-content/uploads/flags/images/Spain/2/large/Spain.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2455,2477,2572,2572,2597,2723,2591,2509,2555,2680,2779,2781,2782,2820,2801,2684,2846,2802,2449,2534,2604,2805,3234,3494,3190,3278,3378,3746,3593,3335,3629,3654,3668,3719,3730,3590,3506,3429,3564,3555,3546,3613,3917,3748,3790,3726,3356,3555,3784,3795,3853,4154,3944,3905,3831,3775,3995,4071,4199,4288,4064,4359,4197,4416,4265,4280,4430,4340,4290,4355,4670,4783,4935,4943,5066,5363,5256,5700,5625,6009,5606,5370,5427,5154,5242,5235,3923,3591,3539,3842,4189,4181,4409,4576,4696,4253,4362,4375,4294,4203,4201,4593,4930,4848,5069,5103,5388,5473,5740,5577,5472,5976,6413,6884,7102,7415,7797,8144,8519,9104,9218,9487,10230,10804,11198,11329,11836,12270,12656,12871,13352,12607,12253,11968,11585,11538,12383,13449,14597,15817,16764,17846,18192,18250,19045,20117,20655,22161,23756,24842,26424,27372,28263,27722,28220,29465,31493,33516,33492,32962,32160,31600,31491,31527,32300,33376,31556
Sri Lanka,https://dynamospanish.com/wp-content/uploads/flags/images/Sri_Lanka/2/large/Sri_Lanka.png,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,991,962,913,918,902,909,918,923,835,896,967,1032,1089,1096,1053,980,943,1100,1072,1049,1216,1207,1225,1225,1214,1263,1266,1309,1359,1436,1502,1387,1368,1426,1414,1372,1386,1435,1421,1342,1406,1350,1346,1437,1408,1323,1365,1417,1289,1358,1271,1233,1265,1240,1312,1381,1474,1468,1463,1554,1472,1400,1328,1339,1466,1378,1367,1451,1426,1381,1456,1486,1539,1495,1344,1299,1222,1249,1349,1396,1458,1505,1528,1512,1509,1556,1527,1510,1514,1495,1508,1497,1510,1502,1536,1547,1494,1593,1672,1700,1744,1696,1699,1737,1765,1778,1800,1885,1967,2055,2130,2264,2239,2272,2318,2582,2827,2894,2910,2976,3027,3293,3201,3413,3725,3740,4176,4463,4411,4318,4391,4295,4478,4785,4926,5067,5527,6020,6451,7063,7844,8918,9588,9826,10313,10734,11118
Sudan,https://dynamospanish.com/wp-content/uploads/flags/images/Sudan/2/large/Sudan.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1770,1797,1827,1853,1881,1911,2046,1955,1971,2135,2106,2040,2113,1987,1906,1977,1892,1776,1826,1878,1740,1839,1705,1448,1587,1729,2004,2347,2261,1937,1901,1852,2179,2029,1996,1721,1643,1683,1602,1747,1542,1596,1531,1500,1472,1452,1487,1602,1559,1732,1783,1686,1733,1838,1922,2201,2657,2869,3060,3159,3419,3669,2900,3432,3626,3723,3750
Suriname,https://dynamospanish.com/wp-content/uploads/flags/images/Suriname/2/large/Suriname.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Swaziland,https://dynamospanish.com/wp-content/uploads/flags/images/Swaziland/2/large/Swaziland.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",738,762,768,780,805,811,822,833,835,862,956,1052,1242,1281,1432,1613,1639,1749,1625,1649,2082,1751,2009,1880,1963,2637,2992,2876,2556,2394,2457,2962,3075,3226,3188,3177,4091,4807,4814,5059,5788,5778,5921,6339,6272,7512,8096,7480,7332,6995,7297,7372,6292,6208,6215,6880,6524,7033,6696,7074,7442,7389,8012,7814,7685,7726,7641
Sweden,https://dynamospanish.com/wp-content/uploads/flags/images/Sweden/2/large/Sweden.png,1192,1228,1234,1221,1254,1287,1290,1230,1251,1269,1238,1262,1228,1267,1283,1278,1320,1309,1289,1303,1322,1305,1243,1271,1325,1356,1310,1344,1358,1408,1446,1417,1387,1405,1419,1507,1492,1533,1551,1607,1636,1572,1524,1590,1618,1646,1619,1643,1496,1602,1807,1869,1903,1941,2030,1974,2115,2084,2025,2153,2118,2211,2146,2325,2292,2351,2391,2337,2393,2446,2520,2676,2659,2743,2775,2930,3027,3167,3297,3401,3438,3550,3526,3736,3825,3794,4124,4427,4318,4368,4476,4516,4615,4825,4848,4934,5121,4728,4294,4283,4474,4166,4382,4437,4649,4661,4791,4846,4880,5061,5291,5168,4978,5072,5413,5675,5877,6036,6236,6697,6206,6037,6088,6282,6466,6654,7318,7914,8024,8292,8816,9078,9264,9599,9888,10084,10420,10787,10965,11310,11391,12106,12806,13461,14389,14793,15064,15584,16267,16930,18133,18313,18819,19548,19744,20161,20268,19649,19953,20551,20491,20617,20899,21404,22314,22781,23913,24695,25709,26418,26364,26114,26069,25070,26508,27970,28508,29952,31799,33703,36374,35603,36192,36813,38522,37974,39748,42314,42310,40320,42043,42079,42579,42245,42202,43464,44371
Switzerland,https://dynamospanish.com/wp-content/uploads/flags/images/Switzerland/2/large/Switzerland.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2333,2416,2180,1828,2194,2179,2323,3174,2883,2380,2555,2755,2629,2404,2681,2615,2289,2788,3067,2927,2982,2641,2652,3197,3596,3392,3051,3197,3233,3342,3469,3308,3395,3832,4226,4361,4277,4390,4226,4453,4178,4389,4406,4278,4426,4631,4720,4837,4901,5124,4865,4969,4842,5141,5306,5515,5451,5429,5469,5613,5595,5771,5622,5212,5149,5434,5200,4692,4614,4858,4058,4699,4811,5126,5166,5204,5467,5672,5799,5834,5928,5647,5912,6060,5889,5912,6656,6467,6695,6860,6908,6703,6800,6992,6883,8425,8742,8820,8609,9053,9875,10030,10473,11157,11956,12825,13289,12943,13914,14627,15479,16171,16816,17719,18237,18802,19478,20260,21432,22883,23858,24702,25480,25939,24334,24666,25457,25895,26847,27929,28166,27998,28338,29271,30172,31589,32045,32877,34117,35499,35630,35651,36277,37488,37871,37889,39781,41471,42105,42752,42350,43040,42541,43768,45532,48406,52541,54830,54184,54377,58686,60777,61320,61661,61476,61844
Syria,https://dynamospanish.com/wp-content/uploads/flags/images/Syria/2/large/Syria.png,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,2520,2340,2843,3107,3434,2983,3397,3465,2864,2846,2770,2972,3244,3032,3186,2963,2565,2801,2793,3127,3273,3427,4082,3533,4193,4771,5077,4809,5016,4988,5360,5632,5504,5343,4908,4989,4544,4439,4825,4221,4360,4656,5090,5279,5381,5480,5451,5208,5314,4984,4946,4990,5156,4929,5127,5273,4954,5195,5307,5166,5678,5979,5087,4753,4069,3509,3557
Taiwan,https://dynamospanish.com/wp-content/uploads/flags/images/Taiwan/2/large/Taiwan.png,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,1012,1012,1199,1142,924,974,1078,1112,1241,1262,1180,1110,1207,1164,1211,1306,1464,1399,1438,1419,1463,1621,1650,1771,1838,1833,1800,1813,1868,1896,1873,1938,1836,1887,2035,2109,2079,2161,2072,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1393,1445,1572,1687,1773,1837,1871,1943,2016,2086,2115,2216,2342,2491,2711,2949,3151,3470,3724,4010,4420,4942,5539,6192,6178,6320,7127,7674,8501,9103,9615,9973,10092,10753,11740,11874,13425,15695,16079,17452,18819,19965,21416,22360,23242,24309,25510,27312,28897,30000,31937,30780,31872,32623,34197,36054,36840,37808,35776,34978,37804,38565,38578,39528,41609,41805,42304
Tajikistan,https://dynamospanish.com/wp-content/uploads/flags/images/Tajikistan/2/large/Tajikistan.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6893,6893,6893,6893,6893,6893,6893,6067,5936,5806,5858,5776,5664,5616,5323,5824,5240,5071,4831,2324,2142,1427,1406,1303,1603,1408,1251,1273,1391,1462,1738,1965,2064,2282,2359,2759,2594,2893,3111,3212,3297,3226,3365,3544
Tanzania,https://dynamospanish.com/wp-content/uploads/flags/images/Tanzania/2/large/Tanzania.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1263,1388,1382,1299,1369,1366,1347,1342,1317,1344,1360,1446,1543,1686,1659,1630,1795,1825,1844,1905,2072,2112,2193,2268,2253,2363,2503,2406,2437,2350,2159,1804,1845,1919,2016,2151,1483,1119,1461,1329,1288,1212,1071,973,887,922,942,1011,1055,1098,1137,1202,1282,1330,1363,1496,1599,1743,1826,1842,2002,2227,2187,2208,2335,2429,2518
Thailand,https://dynamospanish.com/wp-content/uploads/flags/images/Thailand/2/large/Thailand.png,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,963,963,963,963,963,963,963,963,963,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,991,1054,1098,1223,1168,1230,1204,1162,1185,1277,1368,1392,1479,1542,1595,1675,1845,1971,2124,2218,2251,2294,2329,2465,2490,2569,2720,2954,3160,3257,3327,3454,3536,3669,3794,3881,3906,4182,4611,4991,5384,5713,6206,6657,7167,7967,8572,7805,6557,6713,6921,7120,7586,8309,8898,9584,10184,10835,11392,11168,12586,13318,14467,13895,13587,13938,14341
Timor,https://dynamospanish.com/wp-content/uploads/flags/images/Timor-Leste/2/large/Timor-Leste.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Togo,https://dynamospanish.com/wp-content/uploads/flags/images/Togo/2/large/Togo.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",907,922,937,952,966,981,995,1009,1022,1036,1102,1158,1160,1182,1280,1393,1537,1615,1637,1784,1698,1745,1779,1665,1707,1630,1680,1848,1989,2023,1847,1702,1660,1489,1405,1402,1414,1364,1389,1427,1450,1342,1288,1069,1195,1157,1324,1384,1185,1262,1160,1131,1174,1103,1114,1121,1135,1125,1119,1190,1232,1227,1240,1426,1443,1482,1515
Tonga,https://dynamospanish.com/wp-content/uploads/flags/images/Tonga/2/large/Tonga.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Trinidad and Tobago,https://dynamospanish.com/wp-content/uploads/flags/images/Trinidad_and_Tobago/2/large/Trinidad_and_Tobago.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5080,5440,5544,5596,5646,5918,6680,6802,7065,7240,7773,7956,7714,8582,8648,8463,8710,9135,9750,10406,10628,10158,11696,11855,13130,13077,14366,14381,15692,16665,17614,17899,15972,14175,14461,14081,12122,10628,9762,9015,9392,8389,9606,8421,7952,8213,7943,8173,8342,10058,12674,11702,12411,16095,17943,21837,25330,27979,32994,22910,25687,29745,30351,31166,31032,30892,29358
Tunisia,https://dynamospanish.com/wp-content/uploads/flags/images/Tunisia/2/large/Tunisia.png,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1619,1607,1772,1806,1814,1691,1777,1683,1875,1767,1950,2085,2003,2259,2308,2400,2402,2331,2520,2556,2653,2879,3322,3225,3403,3552,3731,3765,3922,4083,4275,4400,4295,4414,4455,4591,4553,4865,4923,5088,5429,5582,6130,6460,7017,7555,8490,8437,8360,8422,8440,8478,8265,8350,8449,8656,9116,9625,10116,10309,10735,10437,10749,10503,10588,10608,10621
Turkey,https://dynamospanish.com/wp-content/uploads/flags/images/Turkey/2/large/Turkey.png,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1451,1834,1834,1834,1834,1834,924,924,924,924,924,975,1028,1105,1237,1083,1145,1265,1311,1375,1279,1434,1452,1468,1727,1764,1898,2009,1866,1689,1754,1584,1509,1299,1649,1711,1908,1780,1912,2096,2359,2589,2524,2663,2698,2851,2997,3012,3059,3061,3218,3474,3542,3574,4073,4187,4442,4598,4837,5095,5403,5660,6463,7021,7525,7386,7101,6940,6921,7543,7559,7710,7954,8391,8792,9473,9657,9471,10029,9606,9885,10693,9919,10492,11625,11996,11564,10735,11830,11025,10973,10387,11558,12570,13731,14532,15393,14794,16211,17919,18787,19370,20222,20808,18784
Turkmenistan,https://dynamospanish.com/wp-content/uploads/flags/images/Turkmenistan/2/large/Turkmenistan.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7881,7881,7881,7881,7881,7881,7881,6929,6830,6736,6696,6468,6339,6356,6346,6762,6061,5938,5487,4615,5074,3509,3024,2859,2985,3186,3332,4089,4457,5363,6408,7368,8840,9423,10069,10487,15900,16391,16518,17120,18918,20203,21262,22328
